type,x,y,z,rotation
PT_Gravityfalse,437.5171,-1.3,0,0
Block_2x10,437.6895,4,0,0
Block_2x10,444.6895,5,0,0
Block_2x10,446.6895,3,0,0
Block,455.7413,2,0,0
Block_10x2,459.0344,3,0,0
Block_2x10,459.0344,3,0,0
Block,465.03,2,0,0
PT_GravityOn,468.793,1,0,0
PT_Wave,472.76,-1.3,0,0
Block,139.862,1,0,0
Block,143.4482,-2.4,0,0
Block,145.2413,1,0,0
Block,148.8275,-2.4,0,0
Block,154.2068,1,0,0
Block,156,1,0,0
Block,159.5862,-2.4,0,0
Block,163.1724,1,0,0
Block,168.5517,-2.4,0,0
Block,170.3448,-2.4,0,0
Block,175.7241,0,0,0
Block_1x5,259.2068,-2.3,0,0
Block_1x5,262.793,1.83,0,0
Block_1x5,266.3792,-2.3,0,0
Block_1x10,283.1034,0,0,0
Block_1x10,293.2362,0,0,0
Spike,286.1034,-2.3,0,0
Spike,285.1034,-2.3,0,0
Block,285.11,-1,0,0
Block,286.1,-1,0,0
Block,288.38,5.82,0,0
Spike,294.7241,1,0,0
Spike,300.7241,1,0,0
Block,380.1378,-2.4,0,0
Block_5x1,394.4827,0,0,0
Block_5x1,394.4827,-1,0,0
Block_5x1,394.4827,4,0,0
Block,403.4482,-2.4,0,0
Star,475.1723,3,0,108.52
Star,480.5516,4,0,108.52
Star,482.3447,6,0,108.52
Star,484.1378,4,0,108.52
Star,485.9309,-2,0,108.52
Star,478.7585,3,0,108.52
Star,480.5516,-1,0,108.52
Star,489.5171,3,0,108.52
Star,494.8964,1,0,326.78
Star,534.32,3,0,108.52
Star,539.6993,4,0,108.52
Star,541.4924,6,0,108.52
Star,543.2855,4,0,108.52
Star,545.0786,-2,0,108.52
Star,537.9063,3,0,108.52
Star,539.6993,-1,0,108.52
Star,548.6648,3,0,108.52
Star,554.0441,1,0,326.78
Block_1x5,502.0688,-2.3,0,0
Block,502.0688,6.67,0,0
Block,509.2412,-2.3,0,0
Block_1x5,509.2568,2.66885,0,0
Block_1x5,514.6205,-2.3,0,0
Block,512.8275,6.66,0,0
Block,514.6205,6.67,0,0
Block_1x5,522.8275,0.7,0,0
Block_1x5,525.8275,-0.3,0,0
Block_1x5,528.8275,0.7,0,0
Block_1x5,269.9655,1.83,0,0
Block_2x1,303.23,0,0,0
Block_5x1,305.2144,0,0,0
Block_5x1,308.9999,4,0,0
Block_5x1,311.9999,0,0,0
Block_5x1,315.5861,4,0,0
Block_5x1,319.1723,0,0,0
Block_5x1,322.7585,4,0,0
Block_5x1,326.3447,0,0,0
Block_5x1,329.9309,4,0,0
Block_5x1,335.3102,1,0,0
Block_5x1,340.2946,1,0,0
Block_5x1,345.279,2,0,0
Spike,342.4827,-2.3,0,0
Spike,309.9999,-2.3,0,0
Spike,310.9999,-2.3,0,0
Spike,317.12,-2.3,0,0
Spike,318.12,-2.3,0,0
Spike,324.37,-2.3,0,0
Spike,325.37,-2.3,0,0
Star,335.5172,2.33,0,68.28841
Star,335.5172,4,0,68.28841
Star,321.15,4,0,68.28841
Star,328.3,4,0,68.28841
Star,314.28,4,0,68.28841
Star,309.03,5.39,0,68.28841
PT_Cube,335.3102,-1.18,0,0
Spike,347.862,-2.3,0,0
Block_2x2,559.4481,-2.3,0,0
Block_2x2,559.4481,5.65,0,0
Block_2x2,566.6205,-2.3,0,0
Block_2x2,566.6205,5.65,0,0
Block_2x2,566.6205,3.665625,0,0
Block_2x2,573.793,-3.3,0,0
Block_2x2,573.793,5.65,0,0
Block_2x2,573.793,3.665625,0,0
Block_2x2,573.793,-1.315625,0,0
PT_Cube,574.31,1.63,0,0
Block,577.3,-2.3,0,0
Block,578.3,-2.3,0,0
Block,581.3,-1.3,0,0
Block,582.3,-1.3,0,0
Block,585.3,-0.3,0,0
Block,586.3,-0.3,0,0
Block,587.3,-0.3,0,0
Block_5x1,590.724,0,0,0
Block_5x1,590.724,4,0,0
Block_5x1,595.7084,0,0,0
Block_5x1,595.7084,4,0,0
Block,591.724,3,0,0
Block,595.3102,1,0,0
Block,598.8964,3,0,0
Block_10x2,600.75,4,0,0
Block_10x2,600.75,-9,0,0
PT_Ship,601.7,2,0,0
Block,606.0688,-2,0,0
Block,609.655,5,0,0
Block,615.0343,4,0,0
Block,618.6205,-1,0,0
Block,620.4136,0,0,0
Block,627.5861,-2,0,0
Block,631.1722,-2,0,0
Block,634.7584,4,0,0
Block,638.3447,-1,0,0
Block,641.9308,5,0,0
Block,643.724,-1,0,0
Block,647.3102,-2,0,0
Block,649.1033,1,0,0
Block,652.6895,0,0,0
Block,656.2757,6,0,0
Block,659.8619,4,0,0
Block,663.4481,-1,0,0
Block,667.0343,6.5,0,0
Block,670.6205,5,0,0
Block,672.4136,3,0,0
Block,675.9998,6,0,0
Block,677.7928,0,0,0
Block,681.3792,6,0,0
Block,620.4136,6,0,0
Block,623.9998,1,0,0
Block,684.9653,5,0,0
Block,688.5515,4,0,0
Block,692.1377,3,0,0
Block,695.7239,-1,0,0
Block,697.517,5,0,0
Block,699.3102,-1,0,0
Block,701.1032,5,0,0
Block,706.4825,-2,0,0
Block,710.0688,5,0,0
Block,713.655,4,0,0
Block,717.2411,5.5,0,0
Block,720.8273,5,0,0
Block,724.4136,6,0,0
Block,733.3792,3,0,0
Block,735.1722,4,0,0
Block,738.7584,4,0,0
Block,742.3447,0,0,0
Block,745.9308,-1,0,0
Block,749.517,-2,0,0
Block,753.1032,6,0,0
Block,756.6895,-1.5,0,0
Block,758.4825,0,0,0
Block,762.0687,6,0,0
Block,763.8619,6,0,0
Block,767.4481,5,0,0
Block,771.0342,-1.5,0,0
Block,774.6205,4.5,0,0
Block,778.2067,-2,0,0
Block,781.7928,-1,0,0
Block,785.379,4,0,0
Block,787.1722,4,0,0
Block,790.7584,-2,0,0
Block,792.5515,4,0,0
Block,796.1377,5,0,0
Block,799.7239,-1,0,0
Block,803.3102,4,0,0
Block,810.4825,4,0,0
Block,812.2756,-1,0,0
Block,814.0687,-2,0,0
Block,815.8619,-2,0,0
Block,706.4825,5,0,0
Block,710.0688,-2,0,0
Block,713.655,-1,0,0
Block,717.2411,-2,0,0
Block,720.8273,-1.5,0,0
Block,724.4136,-1.5,0,0
Block_1x5,727.9998,-2.3,0,0
Block_1x5,729.7928,-2.3,0,0
Block,810.4825,-1,0,0
Block,812.2756,4,0,0
Block,814.0687,5,0,0
Block,815.8619,5,0,0
Block_1x10,817.6549,4.625625,0,0
Block_1x10,817.6549,-0.315625,0,0
Block_1x10,817.6549,5.625625,0,0
Block_1x10,817.6549,-1.315625,0,0
Block_2x2,817.6549,7,0,0
Block_2x2,817.6549,-3.3,0,0
Block_2x10,827.6393,4.625625,0,0
Block_2x10,827.6393,-1.315625,0,0
PT_Cube,817.67,2,0,0
Block,828.4136,0.68,0,0
Spike,844.5515,-2.3,0,0
Block,857.1032,-2.4,0,0
Block_1x10,860.6894,-1.3,0,0
Spike,866.07,-0.3291457,0,0
Block,873.2411,-0.3,0,0
PT_Gravityfalse,883.7928,-1.27,0,0
Block_2x10,885.7928,2,0,0
Block,889.379,1,0,0
Block_2x10,895.7772,2,0,0
Block_2x10,905.7616,2,0,0
Block,894.7584,1,0,0
Block,901.9307,1,0,0
Block,901.9307,-2.4,0,0
PT_GravityOn,914.4825,0,0,0
Block_1x10,923.4481,-2.4,0,0
Block,930.6204,0,0,0
Block,923.4481,1,0,0
Block,943.1722,-2.4,0,0
Block,946.7584,-1.4,0,0
Block_2x10,950.9307,-2.3,0,0
Block,961.1032,-0.1,0,0
Block,965.1894,-0.1,0,0
Block,969.2756,-0.1,0,0
Block_2x10,971.8618,-2.4,0,0
Block,977.2411,-0.3999999,0,0
Block,953.9307,-0.4,0,0
Block,989.7928,-2.4,0,0
Block,991.5859,-2.4,0,0
Block_2x10,993.379,-2.3,0,0
PT_Gravityfalse,1004.138,1,0,0
Block_2x2,1003.4,-2.3,0,0
Block,1000.551,-0.4,0,0
Block_2x10,1005.31,3.7,0,0
PT_GravityOn,1011.31,1.72,0,0
Block_1x10,1018.482,-2.4,0,0
Block_2x10,1029.241,-2.4,0,0
PT_UFO,1038.207,0.79,0,0
Star,1043.601,5.5,0,187.9815
Star,1045.394,4,0,187.9815
Star,1048.98,0,0,187.9815
Star,1050.773,0.5,0,187.9815
Star,1052.566,1,0,187.9815
Star,1054.359,1.5,0,187.9815
Star,1056.153,2,0,187.9815
Star,1057.946,2.5,0,187.9815
Star,1059.739,3,0,187.9815
Star,1063.325,0,0,187.9815
Block_1x5,1068.704,-2.3,0,0
Star,1047.394,-1.5,0,187.9815
Block_1x10,1075.877,0,0,0
Star,1086.635,3.5,0,187.9815
Star,1088.428,5,0,187.9815
Star,1075.877,-2,0,187.9815
Block_1x10,1092.428,4.5,0,0
Block_1x10,1092.428,-1,0,0
Block_1x10,1108.152,4.5,0,0
Block_1x10,1108.152,-1,0,0
Block,1108.152,-2,0,0
Block,1109.946,0,0,0
Block,1111.739,-2,0,0
Block,1113.532,0,0,0
Block,1115.325,-2,0,0
Block,1117.118,0,0,0
Star,1120.704,-2,0,187.9815
Star,1126.084,1,0,187.9815
PT_Ship,1117.15,2.18,0,0
Star,1133.256,0,0,187.9815
Star,1140.428,0,0,187.9815
Block_1x5,1144.015,-2.3,0,0
Block_1x5,1145.808,-2.3,0,0
Block,1161.931,5,0,0
Block,1165.517,-2,0,0
Block,1169.103,5,0,0
Block,1172.689,-2,0,0
Block,1174.482,4.5,0,0
Block,1176.276,-1.5,0,0
Block_5x1,1179.862,-2,0,0
Block_5x1,1183.448,4,0,0
Block_5x1,1187.034,-1,0,0
Block_5x1,1190.62,5.5,0,0
Block_5x1,1194.207,0.5,0,0
Block_5x1,1201.379,5,0,0
Block_5x1,1203.172,4,0,0
Block_5x1,1204.965,3,0,0
Star,1194.207,-2,0,187.9815
Star,1197.707,-2,0,187.9815
PT_Wave,1209.62,-1.24,0,0
PT_Wave,1208.551,5.5,0,0
Block,1212.138,3,0,0
Block,1215.724,3,0,0
Block,1219.31,6.5,0,0
Block,1222.896,5.5,0,0
Block,1226.482,5,0,0
Block,1219.31,-2,0,0
Block,1222.896,0,0,0
Block,1226.482,-1,0,0
Block,1230.069,0,0,0
Block,1231.862,1,0,0
Block,1237.241,5.5,0,0
Block,1239.034,4,0,0
Block,1244.413,0,0,0
Block,1246.207,1,0,0
Block,1251.586,4,0,0
Block,1253.379,2.5,0,0
Block_2x10,1258.758,3.7,0,0
Block_2x10,1258.758,-2.3,0,0
Block_2x10,1268.758,3.7,0,0
Block_2x10,1268.758,-2.3,0,0
Block_2x10,1258.758,5.7,0,0
Block_2x10,1268.758,5.7,0,0
Block,1262.344,2.7,0,0
Block,1264.138,2.7,0,0
Block,1265.931,2.7,0,0
Block,1267.724,2.7,0,0
Block,1269.517,2.7,0,0
Block,1271.31,2.7,0,0
Block,1273.103,2.7,0,0
Block,1274.896,2.7,0,0
Block_2x10,1338.68,3.7,0,0
Block_2x10,1352,-2.3,0,0
Block_2x10,1348.665,3.7,0,0
Star,1352.03,0,0,330.0983
Star,1361.965,2.5,0,330.0983
Block_2x10,1362.051,-2.3,0,0
Star,1359.051,0,0,330.0983
Block_2x10,1358.649,3.7,0,0
Block_2x10,1278.776,3.7,0,0
Block_2x10,1288.76,3.7,0,0
Block_2x10,1298.744,3.7,0,0
PT_Spider,1277.689,1.17,0,0
Star,1291.034,2.5,0,302.3001
Star,1294.62,-2.3,0,302.3001
Star,1298.207,2.5,0,302.3001
Star,1301.793,-2.3,0,302.3001
Star,1305.086,2.7,0,302.3001
Block_2x10,1308.728,3.7,0,0
Block_2x10,1318.712,3.7,0,0
Block_2x10,1328.696,3.7,0,0
Star,1320.986,2.5,0,302.3001
Star,1324.572,-2.3,0,302.3001
Star,1328.159,2.5,0,302.3001
Star,1331.36,-2.3,0,302.3001
Star,1334.63,2.47,0,302.3001
PT_Cube,1367.58,1.24,0,0
Block,1378.603,-2.4,0,0
Block_5x1,1381.689,-1,0,0
Block_5x1,1387.069,0,0,0
Block_5x1,1392.155,1.5,0,0
Block,1398.62,0,0,0
Block,1402.206,1.5,0,0
Block,1405.793,-2.4,0,0
Block_2x2,1409.379,-2.3,0,0
Block_2x2,1412.965,-1.3,0,0
Block_5x1,1416.551,0,0,0
Block,1430.896,-2.4,0,0
Block,1438.069,-2.4,0,0
Block_2x10,1445.241,-2.3,0,0
PT_Gravityfalse,1466.758,-1.25,0,0
Block_2x10,1466.844,3.5,0,0
Block_2x10,1476.829,3.5,0,0
Block,1473.844,2.515625,0,0
Block,1475.724,-2.4,0,0
Block,1479.31,-2.4,0,0
Block,1481.103,-2.4,0,0
Block,1484.689,-2.4,0,0
Block,1470.344,-2.4,0,0
PT_GravityOn,1484.689,1.45,0,0
Block_1x10,1491.862,-2.4,0,0
Block,1495.448,-1.4,0,0
Block,1500.827,-1.4,0,0
Block,1513.379,-2.4,0,0
Block_2x2,1516.965,0.7,0,0
Block_2x2,1441.655,-2.3,0,0
Block_5x1,1505.379,0,0,0
PT_GravityOn,1369.33,1.25,0,0
Block,1405.793,5.5,0,0
Star,1335.862,2.5,0,347.7062
Star,1337.655,2.5,0,347.7062
Star,1339.155,2.5,0,347.7062
Star,1340.655,2.5,0,347.7062
Block,1208.551,2,0,0
Block,1208.551,1,0,0
Block,1208.551,0,0,0
Block_5x1,425.26,3.99,0,0
Block_3x3,128.0172,2,0,0
Block,170.3448,0.98,0,0
Block_3x3,181.0172,2,0,0
Block_2x1,244.34,4.91,0,0
Block_2x2,246.34,3.91,0,0
Block_3x3,248.34,2.91,0,0
Block_3x3,251.34,2.91,0,0
Block_2x1,250.34,1.91,0,0
Block_2x1,252.34,1.91,0,0
Block_2x1,252.34,0.9099998,0,0
Block,297.9,5.84,0,0
Coin,28.68965,-1.3,0,0
Coin,60.9655,-2.3,0,0
Coin,62.7586,-2.3,0,0
Coin,84.27583,-1.07,0,0
Coin,111.1724,-1.09,0,0
Coin,154.2068,-0.3,0,0
Coin,156,-0.3,0,0
Coin,157.7931,0.7,0,0
Coin,163.1724,-0.02,0,0
Coin,168.5517,0.2,0,0
Coin,170.3448,-0.3,0,0
Coin,200.8275,0.2,0,0
Coin,206.2068,2.7,0,0
Coin,211.5861,2.46,0,0
Coin,213.3793,3.46,0,0
Coin,215.1723,2.42,0,0
Coin,225.931,-2.3,0,0
Coin,227.7241,-1.3,0,0
Coin,233.1034,-2.3,0,0
Coin,236.6896,-0.8,0,0
Coin,238.4827,0.2,0,0
Coin,238.4827,-2.48,0,0
Coin,240.2758,0.7,0,0
Coin,242.0689,0.2,0,0
Coin,243.862,-0.8,0,0
Coin,247.4482,-1.3,0,0
Coin,251.0344,-2.3,0,0
Coin,252.8275,-2.3,0,0
Coin,261.793,-2.3,0,0
Coin,267.1723,5.88,0,0
Coin,265.4,5.88,0,0
Coin,267.1723,-2.3,0,0
Coin,268.9655,-2.3,0,0
Coin,279.7241,5.7,0,0
Coin,285.1,5.7,0,0
Coin,283.2241,5.7,0,0
Coin,290.6,5.7,0,0
Coin,297.7241,1.2,0,0
Coin,299.53,5.7,0,0
Coin,333.5172,-2.3,0,0
Coin,342.4827,-0.8,0,0
Coin,347.862,-0.8,0,0
Coin,362.2068,-1.3,0,0
Coin,369.3792,-1.3,0,0
Coin,387.3102,-1.3,0,0
Coin,390.8964,0.2,0,0
Coin,394.5,1.2,0,0
Coin,399.8619,1.2,0,0
Coin,403.4482,-1.3,0,0
Coin,444.6895,2.7,0,0
Coin,446.4826,1.2,0,0
Coin,455.4481,0.7,0,0
Coin,489.5171,-0.3,0,0
Coin,494.8964,-1.8,0,0
Coin,502.15,3.7,0,0
Coin,509.2412,-0.91,0,0
Coin,512.8275,2.7,0,0
Coin,514.8275,3.7,0,0
Coin,537.9309,0.2,0,0
Coin,539.724,1.7,0,0
Coin,541.5171,2.7,0,0
Coin,543.3102,1.2,0,0
Coin,552.2757,-1.8,0,0
Coin,559.4481,2.2,0,0
Coin,566.6205,1.2,0,0
Coin,82.48273,-2.3,0,0
Coin,86.06894,-2.3,0,0
Coin,606.0688,0.7,0,0
Coin,609.655,-0.3,0,0
Coin,613.2412,-1.3,0,0
Coin,615.0343,0.2,0,0
Coin,634.7584,0.7,0,0
Coin,638.3447,1.7,0,0
Coin,641.9308,2.2,0,0
Coin,643.724,1.7,0,0
Coin,663.4481,1.7,0,0
Coin,667.0343,0.2,0,0
Coin,670.6205,0.7,0,0
Coin,672.4136,-0.3,0,0
Coin,692.1377,-0.3,0,0
Coin,695.7239,1.7,0,0
Coin,697.517,1.2,0,0
Coin,699.3102,1.7,0,0
Coin,701.1032,1.2,0,0
Coin,720.8273,2.2,0,0
Coin,724.4136,2.2,0,0
Coin,727.9136,4.7,0,0
Coin,729.9136,4.7,0,0
Coin,749.517,1.2,0,0
Coin,753.1032,0.2,0,0
Coin,758.51,2.7,0,0
Coin,756.6895,1.7,0,0
Coin,778.2067,0.2,0,0
Coin,781.7928,1.2,0,0
Coin,785.379,0.7,0,0
Coin,787.1722,-0.3,0,0
Coin,810.4825,1.2,0,0
Coin,812.2756,1.7,0,0
Coin,814.0687,1.2,0,0
Coin,815.8619,1.7,0,0
Coin,844.5515,-0.8,0,0
Coin,894.7584,-0.3,0,0
Coin,901.9307,-0.3,0,0
Coin,946.7584,0.2,0,0
Coin,953.9307,1.2,0,0
Coin,961.11,1.2,0,0
Coin,964.74,1.2,0,0
Coin,968.29,1.29,0,0
Coin,1018.482,-0.8,0,0
Coin,1020.276,-1.3,0,0
Coin,1050.773,2.2,0,0
Coin,1052.566,2.7,0,0
Coin,1054.359,3.2,0,0
Coin,1056.153,3.7,0,0
Coin,1057.946,4.2,0,0
Coin,1059.739,4.7,0,0
Coin,1048.95,1.7,0,0
Coin,1068.739,3.2,0,0
Coin,1075.88,1.2,0,0
Coin,1086.635,1.7,0,0
Coin,1088.428,1.2,0,0
Coin,1110,1.2,0,0
Coin,1113.5,2.7,0,0
Coin,1126.084,-2.3,0,0
Coin,1133.2,2.2,0,0
Coin,1140.4,3.2,0,0
Coin,1145.9,3.7,0,0
Coin,1144.084,3.7,0,0
Coin,1176.276,1.2,0,0
Coin,1190.62,1.7,0,0
Coin,1183.448,0.2,0,0
Coin,1161.931,-0.8,0,0
Coin,1197.793,1.7,0,0
Coin,1204.96,-0.8,0,0
Coin,1231.862,3.7,0,0
Coin,1229.862,2.2,0,0
Coin,1237.241,1.7,0,0
Coin,1239.034,0.7,0,0
Coin,1244.4,1.7,0,0
Coin,1246.207,3.2,0,0
Coin,1251.586,1.2,0,0
Coin,1253.379,0.2,0,0
Coin,1258.758,0.2,0,0
Coin,1260.551,1.2,0,0
Coin,1262.344,0.2,0,0
Coin,1264.138,1.2,0,0
Coin,1265.931,0.2,0,0
Coin,1267.724,1.2,0,0
Coin,1269.517,0.2,0,0
Coin,1271.31,1.2,0,0
Coin,1273.103,0.2,0,0
Coin,1274.896,1.2,0,0
Coin,1276.689,0.2,0,0
Block,269.9655,0.83,0,0
Block_3x3,270.9655,0.83,0,0
Block_3x3,273.9655,0.8299999,0,0
Block,276.96,-0.1780122,0,0
Block,276.96,0.8219878,0,0
Block,280.9309,-2.3,0,0
Block,273.5516,-2.3,0,0
Coin,143.46,0.7,0,0
Coin,148.82,0.7,0,0
Coin,258.18,6.2,0,0
Coin,272.5516,-0.3,0,0
Coin,304.85,0.95,0,0
Coin,315.72,2.7,0,0
Coin,326.54,3,0,0
Star,1355.586,2.49,0,101.8908
Coin,1294.62,2.7,0,0
Coin,1298.207,-2.3,0,0
Coin,1301.793,2.7,0,0
Coin,1303.586,-2.3,0,0
Coin,1323.31,2.7,0,0
Coin,1326.896,-2.3,0,0
Coin,1330.482,2.7,0,0
Coin,1332.275,-2.3,0,0
Coin,1352.01,2.7,0,0
Coin,1355.586,-0.08,0,0
Coin,1360.965,-0.05,0,0
Coin,1359.18,2.7,0,0
Coin,1405.793,-1.3,0,0
Coin,1409.379,0.2,0,0
Coin,1412.98,0.7,0,0
Coin,1418.38,1.2,0,0
Coin,1416.58,1.2,0,0
Coin,1438.069,-1.3,0,0
Coin,1441.655,-0.06,0,0
Coin,1445.241,-0.05999994,0,0
Coin,1447.034,-0.05999994,0,0
Coin,1470.344,2.2,0,0
Coin,1473.931,0.7,0,0
Coin,1475.724,2.2,0,0
Coin,577.37,-1.27,0,0
Coin,581.24,-0.39,0,0
Coin,584.37,1.61,0,0
Coin,586.37,0.61,0,0
Spike_F,262.793,0.6300001,0,180
Spike,266.3792,2.9,0,0
Spike,259.2068,2.7,0,0
Spike_F,276.96,-1.378012,0,180
Spike_F,288.38,4.62,0,180
Spike_F,297.9,4.64,0,180
Spike_F,1366.149,2.5,0,180
Spike,280.9309,-1.1,0,0
Spike,273.5516,-1.1,0,0
